term,canonical_name,aliases,category,tags,description,source_file,created_at,updated_at
可靠性工程师,可靠性工程师,可靠性专家,Role,可靠性;质量体系;组织职责,负责可靠性设计测试和管理的专业人员,hardware_module_expansion,2025-09-26T09:29:11.857947,2025-09-26T09:29:11.857947
3C认证,3C认证,中国强制性产品认证,Process,法规;质量体系;安全相关,中国市场准入的强制性安全认证,hardware_module_expansion,2025-09-26T09:29:11.858945,2025-09-26T09:29:11.858945
CE标志,CE标志,欧洲符合性标志,Process,法规;质量体系;安全相关,产品符合欧盟安全健康环保要求的标志,hardware_module_expansion,2025-09-26T09:29:11.858945,2025-09-26T09:29:11.858945
FCC认证,FCC认证,美国联邦通信委员会认证,Process,法规;质量体系;EMC,美国市场电磁兼容性和射频设备合规性认证,hardware_module_expansion,2025-09-26T09:29:11.858945,2025-09-26T09:29:11.858945
UL认证,UL认证,美国保险商实验室认证,Process,法规;质量体系;安全相关,美国产品安全性能认证,hardware_module_expansion,2025-09-26T09:29:11.859945,2025-09-26T09:29:11.859945
RoHS指令,RoHS指令,有害物质限制指令,Process,法规;环保;供应链,限制电子电气产品中使用特定有害物质的欧盟指令,hardware_module_expansion,2025-09-26T09:29:11.859945,2025-09-26T09:29:11.859945
REACH法规,REACH法规,化学品注册评估授权和限制法规,Process,法规;环保;供应链,欧盟对化学品安全管理的综合性法规,hardware_module_expansion,2025-09-26T09:29:11.859945,2025-09-26T09:29:11.859945
WEEE指令,WEEE指令,废弃电子电气设备指令,Process,法规;环保;供应链,欧盟关于电子电气设备废弃物回收利用的指令,hardware_module_expansion,2025-09-26T09:29:11.859945,2025-09-26T09:29:11.859945
能效标准,能效标准,能源效率标准,Process,法规;环保;性能指标,对产品能耗和效率要求的强制性标准,hardware_module_expansion,2025-09-26T09:29:11.859945,2025-09-26T09:29:11.859945
射频电磁场辐射抗扰度,射频电磁场辐射抗扰度,辐射抗扰度,TestCase,法规;测试验证;EMC,IEC 61000-4-3标准规定的射频电磁场辐射抗扰度测试,hardware_module_expansion,2025-09-26T09:29:11.860943,2025-09-26T09:29:11.860943
电快速瞬变脉冲群抗扰度,电快速瞬变脉冲群抗扰度,EFT抗扰度,TestCase,法规;测试验证;EMC,IEC 61000-4-4标准规定的电快速瞬变脉冲群抗扰度测试,hardware_module_expansion,2025-09-26T09:29:11.860943,2025-09-26T09:29:11.860943
传导骚扰,传导骚扰,传导发射,TestCase,法规;测试验证;EMC,CISPR 32等标准规定的设备通过电源线或信号线向外发射的骚扰,hardware_module_expansion,2025-09-26T09:29:11.860943,2025-09-26T09:29:11.860943
辐射骚扰,辐射骚扰,辐射发射,TestCase,法规;测试验证;EMC,CISPR 32等标准规定的设备通过空间辐射的电磁骚扰,hardware_module_expansion,2025-09-26T09:29:11.860943,2025-09-26T09:29:11.860943
电压波动和闪烁,电压波动和闪烁,闪烁测试,TestCase,法规;测试验证;EMC,IEC 61000-3-3标准规定的设备对电网电压波动的影响,hardware_module_expansion,2025-09-26T09:29:11.860943,2025-09-26T09:29:11.860943
包装材料要求,包装材料要求,包装环保要求,Process,法规;环保;供应链,对产品包装材料的可再生可回收性要求,hardware_module_expansion,2025-09-26T09:29:11.860943,2025-09-26T09:29:11.860943
能效标签,能效标签,能源标签,Process,法规;环保;性能指标,标示产品能效等级的强制性标签制度,hardware_module_expansion,2025-09-26T09:29:11.860943,2025-09-26T09:29:11.860943
冲突矿产,冲突矿产,冲突矿物,Process,法规;环保;供应链,对来自刚果民主共和国等冲突地区矿产的使用限制,hardware_module_expansion,2025-09-26T09:29:11.860943,2025-09-26T09:29:11.860943
数据安全,数据安全,信息安全,Process,法规;安全相关;软件相关,对用户数据保护和隐私安全的法规要求,hardware_module_expansion,2025-09-26T09:29:11.860943,2025-09-26T09:29:11.860943
网络安全,网络安全,网络信息安全,Process,法规;安全相关;软件相关,对设备网络连接和安全防护的法规要求,hardware_module_expansion,2025-09-26T09:29:11.860943,2025-09-26T09:29:11.860943
法规认证工程师,法规认证工程师,认证工程师,Role,法规;质量体系;组织职责,负责产品全球市场准入认证和法规符合性的专业人员,hardware_module_expansion,2025-09-26T09:29:11.860943,2025-09-26T09:29:11.860943
