term,aliases,category,tags,note,source,version
屏幕响应时间,Response Time,Metric,性能指标;显示相关,像素从一种颜色切换到另一种颜色所需的时间影响动态画面拖影,dictionary_v1,2025-09-28
对比度,Contrast Ratio,Metric,性能指标;显示相关,屏幕最亮与最暗区域的亮度比值,dictionary_v1,2025-09-28
色域覆盖率,Color Gamut Coverage,Metric,影像相关;性能指标;显示相关,显示屏能显示的颜色范围与标准色域（如sRGB DCI-P3）的比值,dictionary_v1,2025-09-28
图像传感器,Image Sensor;CIS,Component,半导体;影像相关;硬件相关,将光信号转换为电信号的核心芯片如CMOS传感器,dictionary_v1,2025-09-28
镜头,Lens,Component,影像相关;摄像头模组,光学镜片组负责光线汇聚,dictionary_v1,2025-09-28
音圈马达,VCM,Component,影像相关;硬件相关,驱动镜头移动实现对焦的致动器,dictionary_v1,2025-09-28
光学防抖,OIS,Component,功能;影像相关;性能指标,通过移动镜组或传感器补偿手抖的技术,dictionary_v1,2025-09-28
红外滤光片,IR Cut Filter,Component,影像相关;物料,滤除红外光使成像色彩更接近人眼所见的滤光片,dictionary_v1,2025-09-28
摄像头模组,CCM,Component,影像相关;硬件相关,将传感器镜头VCM等封装成一体的功能模块,dictionary_v1,2025-09-28
信噪比,SNR,Metric,影像相关;性能指标,图像信号与噪声的比值衡量图像纯净度,dictionary_v1,2025-09-28
灵敏度,Sensitivity,Metric,声学;影像相关;性能指标,给定输入功率如1mW或电压如1V时在指定距离如10cm产生的声压级,dictionary_v1,2025-09-28
动态范围,Dynamic Range,Metric,影像相关;性能指标,传感器能同时捕捉的最亮和最暗细节的范围,dictionary_v1,2025-09-28
镜头畸变,Lens Distortion,Metric,影像相关;性能指标,镜头引起的图像形变如桶形畸变枕形畸变,dictionary_v1,2025-09-28
保护板,BMS;Protection Circuit Module,Component,安全相关;电气性能;硬件相关,管理电池的充放电防止过充过放过流短路的保护电路,dictionary_v1,2025-09-28
电池封装膜,Pouch Film,Material,安全相关;物料;硬件相关,软包电池的外层铝塑复合膜提供封装和绝缘,dictionary_v1,2025-09-28
负极材料,Anode Material,Material,物料;电池;硬件相关,如石墨锂离子在充电时嵌入其中的负极材料,dictionary_v1,2025-09-28
正极材料,Cathode Material,Material,物料;电池;硬件相关,如钴酸锂磷酸铁锂锂离子在放电时嵌入其中的正极材料,dictionary_v1,2025-09-28
电解液,Electrolyte,Material,安全相关;物料;电池,提供锂离子在正负极之间迁移的通道的液体,dictionary_v1,2025-09-28
隔膜,Separator,Material,安全相关;物料;电池,隔离正负极防止短路同时允许离子通过的薄膜,dictionary_v1,2025-09-28
额定容量,Rated Capacity,Metric,性能指标;电池;硬件相关,电池在特定条件下放出的电量单位mAh,dictionary_v1,2025-09-28
能量密度,Energy Density,Metric,性能指标;电池;硬件相关,单位体积或重量储存的能量单位Wh/kg或Wh/L,dictionary_v1,2025-09-28
循环次数,Cycle Life,Metric,可靠性;性能指标;硬件相关,容量衰减到规定值（如80%）时所经历的完整充放电循环次数,dictionary_v1,2025-09-28
印刷电路板,PCB,Component,硬件相关;设计,承载和连接电子元件的基板,dictionary_v1,2025-09-28
主芯片,系统级芯片;SoC,Component,半导体;硬件相关;设计,集成CPU GPU Modem等核心功能的芯片,dictionary_v1,2025-09-28
内存,RAM,Component,半导体;硬件相关,运行内存用于临时存储运行的程序和数据,dictionary_v1,2025-09-28
闪存,Flash;ROM,Component,半导体;硬件相关,存储空间用于存放系统应用和用户数据,dictionary_v1,2025-09-28
射频功放,PA,Component,射频相关;硬件相关,放大要发射的射频信号的功率放大器,dictionary_v1,2025-09-28
电源管理芯片,PMIC,Component,电气性能;硬件相关,管理整机的电源分配充电和功耗的芯片,dictionary_v1,2025-09-28
PCB板材,Laminate,Material,PCB;物料,制造PCB的基板材料如FR-4高频板材,dictionary_v1,2025-09-28
阻焊油墨,Solder Mask,Material,PCB;物料,覆盖在铜箔上起绝缘和保护作用的绿色或其他颜色的油墨,dictionary_v1,2025-09-28
电源完整性,PI,Metric,电气性能;硬件相关;设计,供给芯片的电源电压稳定纯净的程度,dictionary_v1,2025-09-28
电磁兼容性,EMC,Metric,测试验证;硬件相关;设计,设备在其电磁环境中能正常工作且不对其他设备构成干扰的能力,dictionary_v1,2025-09-28
天线辐射体,Antenna Radiator,Component,射频相关;硬件相关;通信相关,天线的核心部分直接负责电磁波的辐射和接收,dictionary_v1,2025-09-28
天线调谐器,Antenna Tuner,Component,射频相关;硬件相关;通信相关,动态调整天线阻抗匹配以应对手握环境变化带来的失配,dictionary_v1,2025-09-28
射频前端模组,RFFE,Component,射频相关;硬件相关;通信相关,集成PA LNA开关滤波器等功能的模块,dictionary_v1,2025-09-28
功率放大器,PA,Component,射频相关;硬件相关;通信相关,放大发射链路的射频信号功率,dictionary_v1,2025-09-28
低噪声放大器,LNA,Component,射频相关;硬件相关;通信相关,放大接收链路的微弱信号自身引入的噪声极低,dictionary_v1,2025-09-28
双工器,Duplexer,Component,射频相关;硬件相关;通信相关,在FDD系统中允许发射和接收同时进行并隔离两者信号,dictionary_v1,2025-09-28
开关,Switch,Component,射频相关;硬件相关;通信相关,在不同天线或频段之间进行切换,dictionary_v1,2025-09-28
滤波器,Filter,Component,射频相关;硬件相关;通信相关,滤除带外干扰信号保留所需频带内的信号,dictionary_v1,2025-09-28
天线触点,Antenna Contact,Component,射频相关;电气连接;硬件相关,天线辐射体与主板射频电路之间的物理连接点通常为弹片或pogo pin,dictionary_v1,2025-09-28
同轴电缆,Coaxial Cable,Component,射频相关;硬件相关;线缆管理,用于传输射频信号具有屏蔽层以防干扰,dictionary_v1,2025-09-28
射频连接器,RF Connector,Component,射频相关;电气连接;硬件相关,用于连接射频电缆和PCB如IPEX连接器,dictionary_v1,2025-09-28
净空区,Keep-out Area,Component,射频相关;硬件相关;设计,天线周围为保证辐射效率而禁止布置金属器件的区域,dictionary_v1,2025-09-28
总全向灵敏度,TIS,Metric,射频相关;性能指标;通信相关,表征手机在整个空间各个方向上接收微弱信号能力的综合指标,dictionary_v1,2025-09-28
总辐射功率,TRP,Metric,射频相关;性能指标;通信相关,表征手机在整个空间各个方向上辐射功率能力的综合指标,dictionary_v1,2025-09-28
回波损耗,Return Loss,Metric,射频相关;性能指标;通信相关,表示入射功率被反射回来的比例值越大如-10dB表示匹配越好反射越小,dictionary_v1,2025-09-28
驻波比,VSWR,Metric,射频相关;性能指标;通信相关,衡量阻抗匹配程度的另一个常用指标理想值为1:1,dictionary_v1,2025-09-28
扬声器BOX,Speaker Box,Component,声学;硬件相关;结构相关,为扬声器单元提供密闭或导向的声学腔体极大影响低频响应和灵敏度,dictionary_v1,2025-09-28
受话器,Receiver,Component,声学;硬件相关,用于通话时贴近耳朵听音要求高清晰度,dictionary_v1,2025-09-28
麦克风,Microphone,Component,声学;硬件相关,将声音信号转换为电信号有MEMS和ECM等类型,dictionary_v1,2025-09-28
音频编解码器,Audio Codec,Component,半导体;声学;硬件相关,负责模拟音频信号与数字音频信号的转换并可能集成音频效果处理,dictionary_v1,2025-09-28
扬声器单元,Speaker Driver,Component,声学;硬件相关,将电信号转换为机械振动从而发声的核心部件包含磁路音圈振膜等,dictionary_v1,2025-09-28
声学网布,Acoustic Mesh,Material,声学;外观;物料,覆盖在出声孔起到防尘防水具有一定透气性和调节声学阻尼的作用,dictionary_v1,2025-09-28
防水透气膜,Waterproof Breathable Membrane,Material,可靠性;声学;物料,允许空气通过以实现声学导通但能阻止液态水侵入,dictionary_v1,2025-09-28
音腔,Acoustic Chamber,Component,声学;硬件相关;结构相关,麦克风或受话器背后的密封空间其容积对频响有重要影响,dictionary_v1,2025-09-28
频率响应,Frequency Response,Metric,人机交互;声学;性能指标,设备输出声压级随频率变化的曲线是衡量音质的基础指标,dictionary_v1,2025-09-28
总谐波失真加噪声,THD+N,Metric,声学;性能指标,衡量音频系统非线性失真和本底噪声的综合指标,dictionary_v1,2025-09-28
最大声压级,Maximum SPL,Metric,声学;性能指标,扬声器在失真不超过限定值时可输出的最大声音强度,dictionary_v1,2025-09-28
金属中框,Metal Mid-frame,Component,硬件相关;结构相关,通常采用铝合金不锈钢等提供整机主要结构强度和散热路径,dictionary_v1,2025-09-28
玻璃后盖,Glass Back Cover,Component,外观;硬件相关;结构相关,提供美观质感并支持无线充电需与中框可靠粘接,dictionary_v1,2025-09-28
复合板材后盖,Composite Back Cover,Component,外观;硬件相关;结构相关,通过注塑喷涂镀膜等工艺实现类似玻璃的质感成本较低,dictionary_v1,2025-09-28
摄像头装饰件,Camera Deco,Component,外观;摄像头模组;结构相关,保护摄像头模组并提升外观层次感常见金属或塑料镀膜,dictionary_v1,2025-09-28
SIM卡托,SIM Tray,Component,硬件相关;结构相关,需保证与中框的配合精度和插拔手感具备防水功能,dictionary_v1,2025-09-28
侧键,Side Key,Component,人机交互;硬件相关;结构相关,包括电源键和音量键通常为金属杆状结构通过弹片或Dome片实现触发,dictionary_v1,2025-09-28
Type-C连接器,USB Type-C Connector,Component,电气连接;硬件相关;结构相关,负责充电数据传输和音频输出插拔寿命和防水是关键,dictionary_v1,2025-09-28
泡棉,Foam;Conductive Foam;Gasket;导电泡棉,Material,EMC;物料;结构相关;部件,用于填充缝隙、提供缓冲和电磁屏蔽的多孔材料。,dictionary_v1,2025-09-28
防水胶,Waterproof Adhesive,Material,可靠性;物料;结构相关,用于粘接屏幕后盖与中框形成防水密封圈,dictionary_v1,2025-09-28
均热板,Vapor Chamber,Component,可靠性;热管理;硬件相关,利用内部工质相变蒸发-冷凝进行高效二维热传导散热效率高于热管,dictionary_v1,2025-09-28
热管,Heat Pipe,Component,可靠性;热管理;硬件相关,利用内部工质相变进行高效一维热传导的封闭管状器件,dictionary_v1,2025-09-28
导热硅脂,Thermal Grease;Thermal Paste,Material,可靠性;热管理;物料,填充芯片与散热器之间的微间隙降低接触热阻,dictionary_v1,2025-09-28
导热石墨片,Graphite Sheet,Material,可靠性;热管理;物料,具有高面内导热系数用于将热点热量迅速横向扩散,dictionary_v1,2025-09-28
金属屏蔽罩,Shield Can,Component,EMC;热管理;硬件相关,在屏蔽电磁干扰的同时也作为散热片将芯片热量传导出去,dictionary_v1,2025-09-28
散热铜箔,Thermal Copper Foil,Material,PCB;热管理;物料,贴在PCB背面或特定区域辅助局部散热,dictionary_v1,2025-09-28
结温,Junction Temperature,Metric,可靠性;性能指标;热管理,芯片半导体结的最高工作温度是热设计的核心限制参数,dictionary_v1,2025-09-28
MEMS加速度计,Accelerometer,Component,传感器;性能指标;硬件相关,测量手机在三个轴上的线性加速度用于计步屏幕旋转等,dictionary_v1,2025-09-28
陀螺仪,Gyroscope,Component,传感器;性能指标;硬件相关,测量手机围绕三个轴的旋转角速度用于导航游戏控制等,dictionary_v1,2025-09-28
磁力计,Magnetometer,Component,传感器;性能指标;硬件相关,测量环境磁场强度用于电子罗盘方向检测,dictionary_v1,2025-09-28
距离传感器,Proximity Sensor,Component,传感器;功能;硬件相关,通常由红外LED和光电二极管组成检测手机与物体的距离用于通话时熄屏,dictionary_v1,2025-09-28
环境光传感器,ALS,Component,传感器;功能;硬件相关,检测环境光强度用于自动调节屏幕亮度,dictionary_v1,2025-09-28
气压计,Barometer,Component,传感器;性能指标;硬件相关,测量大气压强用于海拔计算天气辅助预测,dictionary_v1,2025-09-28
霍尔传感器,Hall Sensor,Component,传感器;功能;硬件相关,检测磁场变化常用于翻盖保护套的智能唤醒功能,dictionary_v1,2025-09-28
指纹传感器,Fingerprint Sensor,Component,传感器;功能;安全相关;硬件相关,通过光学电容或超声波方式采集指纹信息用于身份认证,dictionary_v1,2025-09-28
红外发射器,IR Blaster,Component,传感器;功能;硬件相关,发射红外信号可遥控电视空调等家电,dictionary_v1,2025-09-28
色温传感器,Color Temperature Sensor,Component,传感器;功能;影像相关,检测环境光色温辅助相机白平衡校准,dictionary_v1,2025-09-28
传感器中枢,Sensor Hub,Component,传感器;硬件相关;软件相关,低功耗协处理器专门用于处理各类传感器数据降低主芯片功耗,dictionary_v1,2025-09-28
分辨率,Resolution,Metric,传感器;性能指标,传感器能感知到的被测量的最小变化量,dictionary_v1,2025-09-28
量程,Full Scale Range,Metric,传感器;性能指标,传感器能够测量的被测量的最大值与最小值之差,dictionary_v1,2025-09-28
非线性度,Non-Linearity,Metric,传感器;性能指标,传感器实际特性曲线与拟合直线之间的最大偏差,dictionary_v1,2025-09-28
重复性,Repeatability,Metric,传感器;性能指标,在同一条件下多次测量同一被测量其输出值的一致性,dictionary_v1,2025-09-28
无线充电接收线圈,RX Coil,Component,充电;功能;硬件相关,内置在手机中接收交变磁场并转化为感应电流,dictionary_v1,2025-09-28
无线充电发射板,TX Pad,Component,充电;功能;配件,外部设备产生交变磁场为手机无线充电,dictionary_v1,2025-09-28
电荷泵充电芯片,Charge Pump Charger,Component,充电;半导体;硬件相关,采用电容储能方式实现高效大电流充电转换效率远高于传统LDO或Buck,dictionary_v1,2025-09-28
